nombrePerfilConvocatoria,paisResidencia,sueldoPretendido,diasUltimoTrabajo,empresaUltimoTrabajo,paisUltimoTrabajo,areaUltimoTrabajo,nombreUltimoTrabajo,aniosExperiencia,numeroTrabajos,diasUltimoEstudio,institucionUltimoEstudio,paisUltimoEstudio,areaUltimoEstudio,nombreUltimoEstudio,estadoUltimoEstudio,gradoUltimoEstudio,aniosEstudio,numeroEstudios,habilidadesTecnicas,idiomas,otrasHabilidades,contratado
Analista Funcional,Peru,4700.0,120.0,Zoluxiones S.A.C.,Peru,Analisis Funcional,Analista De Procesos,9.8,10.0,2525.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,6.9,1.0,16.0,2.0,18.0,0
Bootcamp G&S | Desarrollo E Innovacion,Peru,2000.0,212.0,Ntt Data Peru S.A.C.,Peru,Testing / Qa / Qc,Qa Performance,3.0,13.0,4595.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,15.8,2.0,16.0,1.0,6.0,0
Analista De Sistemas,Peru,4500.0,671.0,Colegio Medico Del Peru,Peru,Administracion De Base De Datos,Jefe De Sistemas,9.9,3.0,2433.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. Industrial,Ingenieria De Sistemas,Graduado,Universitario,12.6,2.0,9.4,1.3,5.4,0
Scrum Master,Peru,4500.0,604.0,Accenture Peru,Peru,Ingenieria De Procesos,Business Banking Proyect Analyst,3.2,4.0,1371.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,3.8,1.0,4.0,1.0,5.0,0
Analista Funcional,Peru,4000.0,737.0,Indra Peru S.A.,Peru,Analisis Funcional,Analisita De Procesos,8.9,8.0,2525.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,6.9,1.0,16.0,2.0,12.0,0
Analista Funcional,Peru,4000.0,820.0,Indra Peru S.A.,Peru,Analisis Funcional,Analisita De Procesos,9.1,8.0,2525.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,6.9,1.0,16.0,2.0,14.0,0
Gestor De Servicios Cloud,Peru,2400.0,2345.0,Grupo Chacarilla Sur,Peru,Liderazgo De Proyecto,Coordinador Del Area De Tecnologia De Informacion,11.0,11.0,4595.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. Informatica,Ingenieria De Sistemas,Graduado,Universitario,12.6,1.0,11.0,2.0,5.0,0
Asistente De Pmo,Peru,3500.0,2620.0,Grupo Chacarilla Sur,Peru,Liderazgo De Proyecto,Coordinador Del Area De Tecnologia De Informacion,11.2,7.0,4383.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. Informatica,Ingenieria De Sistemas,Graduado,Universitario,12.0,1.0,11.0,2.0,5.0,0
Administrador De Soporte Tecnico,Peru,3000.0,542.0,Gepeho,Peru,Call Center,Supervisor Sigi,17.3,9.0,3409.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,9.3,1.0,21.0,1.0,7.0,0
Gestor De Servicios De Ti,Peru,8000.0,1261.0,Universidad De Ingenieria Y Tecnologia,Peru,Infraestructura,Coordinador De Soporte Ti,18.9,7.0,2679.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,12.1,2.0,3.0,1.0,13.0,0
Operador De Sistemas,Peru,1400.0,334.0,Impulso Compumartz,Peru,Soporte Tecnico,Asistente Tenico,0.9,1.0,1553.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.3,1.0,4.0,1.0,5.4,0
Operador De Sistemas,Peru,2500.0,801.0,Centro De Salud Pueblo Nuevo,Peru,Tecnologia / Sistemas,Estadistico,3.6,4.0,1675.0,Universidad Inca Garcilaso De La Vega,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.6,1.0,13.0,1.0,3.0,0
Analista Programador,Peru,2500.0,2478.0,Provias Nacional - Mtc,Peru,Tecnologia / Sistemas,Tecnologias De Informacion,13.6,3.0,1795.0,Universidad Catolica Santo Toribio De Mogrovejo,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.8,2.0,9.4,2.0,5.0,0
Programador .Net,Peru,6000.0,562.0,Talma Servicios Aeroportuarios S.A,Peru,Sistemas,Analista De Sistemas,12.0,9.0,707.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5.4,2.0,19.0,1.0,3.0,0
Desarrollador .Net,Peru,2000.0,1716.0,Exceldata,Peru,Liderazgo De Proyecto,Analista De Sistemas,5.4,3.0,2082.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,19.0,2.0,9.0,1.3,1.0,0
Analista Programador,Peru,3000.0,1197.0,Exceldata,Peru,Liderazgo De Proyecto,Analista De Sistemas,8.1,13.0,1563.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,16.2,2.0,9.0,1.3,1.0,0
Analista Programador,Peru,3000.0,1257.0,Exceldata,Peru,Liderazgo De Proyecto,Analista De Sistemas,4.1,3.0,1623.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,16.5,2.0,9.0,1.3,1.0,0
Desarrollador De Software,Peru,2000.0,1940.0,Exceldata,Peru,Liderazgo De Proyecto,Analista De Sistemas,6.5,4.0,2306.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,20.2,2.0,9.0,1.3,1.0,0
Analista Programador .Net,Peru,4000.0,243.0,Softek,Peru,Programacion,Analista Programador,1.8,4.0,2657.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,21.0,2.0,9.0,1.3,1.0,0
Programador .Net,Peru,4000.0,243.0,Softek,Peru,Programacion,Analista Programador,1.8,4.0,2619.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,21.0,2.0,9.0,1.3,1.0,0
Programador .Net,Peru,4000.0,243.0,Softek,Peru,Programacion,Analista Programador,1.8,4.0,2693.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,21.0,2.0,9.0,1.3,1.0,0
Lider Tecnico,Peru,5000.0,1795.0,Vector Itc Group,Peru,Tecnologias De La Informacion,Analista Programador,5.8,2.0,1474.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8.0,2.0,10.0,1.0,5.4,0
Desarrollador Java,Peru,4500.0,2620.0,Grana Y Montero,Peru,Liderazgo De Proyecto,Analista Programador,9.0,2.0,851.0,Universidad Tecnologica Del Peru,Peru,Ing. Informatica,Ingenieria De Sistemas,Abandonado,Universitario,5.2,2.0,12.0,1.0,5.4,0
Desarrollador .Net,Peru,4000.0,764.0,Universidad Tecnologica Del Peru S.A.C,Peru,Sistemas,Analista Programador,4.9,3.0,1495.0,Universidad Tecnologica Del Peru,Peru,Ing. - Otros,Ingenieria De Sistemas,En Curso,Universitario,7.1,2.0,26.0,1.0,5.4,0
Analista Funcional,Peru,2500.0,61.0,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,7.0,5.0,2526.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,Graduado,Universitario,6.9,1.0,5.0,1.0,4.0,0
Analista De Calidad,Peru,2500.0,306.0,Tottus Sa,Peru,Analisis Funcional,Analista Funcional,6.8,4.0,2526.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,Graduado,Universitario,6.9,1.0,5.0,1.0,4.0,0
Analista Funcional,Peru,2500.0,306.0,Tottus Sa,Peru,Analisis Funcional,Analista Funcional,6.8,4.0,2526.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,Graduado,Universitario,6.9,1.0,5.0,1.0,4.0,0
Analista Funcional,Peru,3500.0,59.0,La Protectora,Peru,Analisis Funcional,Analista Funcional,4.9,7.0,2922.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,10.9,2.0,14.0,1.0,3.0,0
Analista Funcional,Peru,3800.0,59.0,La Protectora,Peru,Analisis Funcional,Analista Funcional,4.9,7.0,2922.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,10.9,2.0,14.0,1.0,3.0,0
Analista Funcional,Peru,3500.0,59.0,La Protectora,Peru,Analisis Funcional,Analista Funcional,4.9,7.0,2922.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,10.9,2.0,14.0,1.0,3.0,0
Cloud Specialist,Peru,1900.0,428.0,Itg Solutions S.A.C,Peru,Seguridad Informatica,Consultor De Ti,9.9,9.0,703.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,2.5,2.0,14.0,1.0,17.0,0
Especialista En Office 365,Peru,1900.0,91.0,Itg Solutions S.A.C,Peru,Tecnologias De La Informacion,Consultor De Ti,8.9,9.0,410.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,1.7,2.0,14.0,1.0,6.0,0
Analista Programador .Net,Peru,7500.0,299.0,Freelance,Peru,Tecnologias De La Informacion,Full Stack Developer,8.2,6.0,1277.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.5,2.0,21.0,2.0,5.4,0
Analista De Calidad,Peru,4000.0,667.0,Ntt Data Peru S.A.C.,Peru,Otras Ingenierias,Automatizadora Y Analista Q,6.5,10.0,1857.0,Universidad Tecnologica Del Peru,Peru,Analisis De Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.1,1.0,14.0,1.0,7.0,0
Analista Funcional,Peru,5800.0,1317.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,15.4,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Analista Funcional,Peru,5800.0,1275.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,15.2,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Analista Funcional,Peru,5900.0,1116.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,14.8,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Analista Funcional,Peru,5800.0,1028.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,14.6,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Analista Funcional,Peru,5600.0,921.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,14.3,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Asistente De Pmo,Peru,5800.0,1388.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,15.6,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Asistente De Pmo,Peru,5800.0,1388.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,15.6,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Analista Funcional,Peru,5800.0,1029.0,Sapimsa Peru S.A.C.,Peru,Analisis Funcional,Consultor Funcional,14.6,11.0,1028.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.3,2.0,8.0,2.2,5.4,0
Practicante De Infrastructure & Cloud,Peru,1200.0,657.3,Universidad Del Pacifico,Peru,Trabajo Social,Programador,8.7,6.1,1655.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4.5,1.0,6.0,2.0,1.0,0
Practicante De Infrastructure & Cloud,Peru,1000.0,657.3,Overtrad,Peru,Tecnologias De La Informacion,Lider Tmo,8.7,6.1,1520.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8.7,2.0,4.0,1.0,5.4,1
Programador Java,Peru,3500.0,657.3,Ntt Data Peru S.A.C.,Peru,Sistemas,Coordinador Hsseq,8.7,6.1,1990.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5.5,1.0,9.4,1.0,3.0,0
Bootcamp G&S | Desarrollo E Innovacion,Peru,4301.8,657.3,Fridays Peru,Peru,Comercial,Psicologico,8.7,6.1,1907.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5.2,1.0,6.0,1.3,1.0,0
Analista Programador .Net,Peru,6500.0,862.0,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Full Stack Developer,7.5,5.0,1277.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.5,2.0,21.0,2.0,5.4,0
Programador Oracle,Peru,7000.0,2465.0,Ts Net S.A.,Peru,Otras Ingenierias,Consultor,6.8,1.0,2038.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.6,1.0,9.4,1.3,5.4,0
Analista De Base De Datos,Peru,3000.0,366.0,Banco Falabella,Peru,Administracion De Base De Datos,Analista De Planning,6.1,6.0,274.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,En Curso,Universitario,5.0,2.0,9.4,1.0,10.0,0
Programador .Net,Peru,6000.0,464.0,Profuturo Afp,Peru,Analisis De Riesgos,Ingeniero De Software,4.1,4.0,2503.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.9,1.0,16.0,1.0,13.0,0
Analista De Sistemas,Peru,5000.0,242.0,Ntt Data Peru S.A.C.,Peru,Tecnologias De La Informacion,Analista De Negocios,6.5,8.0,587.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4.7,2.0,11.0,1.0,5.4,1
Ejecutivo Comercial,Peru,1800.0,163.0,Blend S.A.,Peru,Tecnologia / Sistemas,Coordinador De Sistemas,6.2,7.0,444.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.6,4.0,3.0,2.0,3.0,0
Ejecutivo Comercial,Peru,1800.0,287.0,Blend S.A.,Peru,Tecnologia / Sistemas,Coordinador De Sistemas,6.5,7.0,444.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.6,4.0,3.0,2.0,3.0,0
Analista De Calidad,Peru,3000.0,184.0,Evol - Tsnet S.A.,Peru,Analisis Funcional,Analista Funcional,7.3,5.0,2526.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,Graduado,Universitario,6.9,1.0,5.0,1.0,4.0,0
Analista Funcional,Peru,5000.0,329.0,Tsoft Peru,Peru,Ingenieria Oficina Tecnica / Proyecto,Analista De Despliegue Senior,8.8,10.0,1456.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7.1,2.0,13.0,1.0,6.0,1
Asistente De Servicios Ti,Peru,2500.0,1735.0,Hipermercados Tottus S.A,Peru,Liderazgo De Proyecto,Soporte Tecnico,8.2,3.0,460.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5.7,4.0,35.0,1.0,4.0,0
Asistente De Pmo,Peru,2000.0,614.0,Gilat Networks Peru S.A.,Peru,Telecomunicaciones,Ingeniero Noc,3.7,3.0,980.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5.7,2.0,1.0,1.0,5.4,0
Desarrollador Java,Peru,3500.0,2252.0,Notaria Del Villar Prado,Peru,Programacion,Engineer It / Analista Programador,18.7,5.0,2405.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,11.2,3.0,28.0,1.0,8.0,0
Analista Programador Java,Peru,1800.0,425.0,Comsatel Peru S.A.C.,Peru,Tecnologias De La Informacion,Programador Junior,6.0,7.0,716.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,En Curso,Universitario,9.0,5.0,16.0,2.2,10.0,1
Administrador De Soporte Tecnico,Peru,4500.0,227.0,Cooperativa Abraham Lincoln,Peru,Tecnologias De La Informacion,Coordinador De Desarrollo Y Sistemas,5.5,8.0,2922.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,10.9,2.0,14.0,1.0,3.0,0
Administrador De Soporte Tecnico,Peru,4000.0,2050.0,Autofacil Spa S.A.C,Peru,Tecnologias De La Informacion,Coordinador De Sistemas,9.0,3.0,1320.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7.5,2.0,13.0,1.0,5.0,0
Desarrollador .Net,Peru,4200.0,730.0,La Protectora,Peru,Programacion,Analista De Sistemas,3.7,4.0,1948.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.3,1.0,7.0,1.0,7.0,0
Especialista Devops,Peru,5500.0,731.0,Ntt Data Peru S.A.C.,Peru,Programacion,Analista Programador,3.7,3.0,2621.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,9.9,2.0,7.0,2.0,5.4,0
Desarrollador .Net,Peru,6500.0,336.0,Tismart,Peru,Sistemas,Analista Programador,8.7,8.0,305.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.8,2.0,23.0,1.0,2.0,1
Analista Programador,Peru,7000.0,349.0,Tismart,Peru,Sistemas,Analista Programador,8.8,8.0,318.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.8,2.0,23.0,1.0,2.0,1
Analista Programador,Peru,6500.0,343.0,Tismart,Peru,Sistemas,Analista Programador,8.7,8.0,312.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.8,2.0,23.0,1.0,2.0,1
Arquitecto De Software,Peru,6500.0,343.0,Tismart,Peru,Sistemas,Analista Programador,8.7,8.0,312.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.8,2.0,23.0,1.0,2.0,1
Analista Desarrollador Php,Peru,1.0,884.0,Konecta Peru,Peru,Tecnologias De La Informacion,Analista Programador,14.1,6.0,1639.0,Universidad Privada Del Norte,Peru,Ing. Informatica,Ingenieria De Sistemas,En Curso,Universitario,6.6,2.0,9.0,1.3,9.0,0
Analista De Calidad,Peru,6500.0,153.0,Ntt Data Peru S.A.C.,Peru,Testing / Qa / Qc,Solution Analyst,2.3,2.0,2725.0,Universidad Privada Del Norte,Peru,Ing. - Otros,Ingenieria De Sistemas,Graduado,Universitario,7.5,1.0,9.0,1.0,5.4,1
Analista De Sistemas,Peru,900.0,31.0,Admivent Assist Peru,Peru,Soporte Tecnico,Asistente,0.1,1.0,1948.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,5.3,1.0,3.0,1.0,11.0,0
Asistente De Pmo,Peru,1400.0,327.0,Canvia S.A.C.,Peru,Soporte Tecnico,Especialista De Soporte De Service Desk,2.6,3.0,1016.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,2.8,1.0,4.0,1.3,1.0,0
Practicante De Infrastructure & Cloud,Peru,1400.0,319.0,Canvia S.A.C.,Peru,Soporte Tecnico,Especialista De Soporte De Service Desk,2.5,3.0,1016.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,2.8,1.0,4.0,1.3,1.0,0
Practicante De Procesos,Peru,1025.0,141.0,Bits &Amp; Systems Solutions,Peru,Testing / Qa / Qc,Practicante,1.0,2.0,1229.0,Universidad Privada Del Norte,Peru,Analisis De Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.4,1.0,13.0,1.0,1.0,0
Analista Programador .Net,Peru,6000.0,457.0,Mm Alisam,Peru,Liderazgo De Proyecto,Consultor Free Lance,13.0,8.0,1887.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.3,2.0,31.0,1.0,3.0,0
Programador .Net,Peru,6500.0,486.0,Mm Alisam,Peru,Liderazgo De Proyecto,Consultor Free Lance,13.1,8.0,1887.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.3,2.0,31.0,1.0,3.0,0
Asistente De Pmo,Peru,3500.0,316.0,Stefanini It Solutions,Peru,Sistemas,Ejecutivo De Riesgos Jr,3.2,5.0,1736.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.8,1.0,9.4,1.0,7.0,0
Practicante De Infrastructure & Cloud,Peru,1200.0,657.3,Experian Peru,Peru,Programacion,Jefe De Infraestructura Y Comunicaciones,8.7,6.1,1174.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.2,1.0,9.4,1.3,5.4,0
Analista De Calidad,Peru,1200.0,184.0,Integrator S.A.C.,Peru,Administracion De Base De Datos,Analista De Ti,1.5,2.0,2898.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,9.0,2.0,7.0,1.0,4.0,0
Ejecutivo Comercial,Peru,1800.0,184.0,Jj Kalidad E.I.R.L.,Peru,Desarrollo De Negocios,Asistente Comercial,3.2,4.0,518.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,1.4,1.0,13.0,1.0,1.0,0
Asistente De Pmo,Peru,1800.0,122.0,Integrator S.A.C.,Peru,Testing / Qa / Qc,Tester Qa Junior,0.3,1.0,1736.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.8,1.0,3.0,1.0,4.0,0
Asistente De Pmo,Peru,1800.0,122.0,Integrator S.A.C.,Peru,Testing / Qa / Qc,Tester Qa Junior,0.3,1.0,1736.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.8,1.0,3.0,1.0,4.0,0
Sql Server Consultant,Peru,4500.0,137.0,Cargo World Sac,Peru,Liderazgo De Proyecto,Analista De Sistemas,6.7,6.0,1232.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7.0,2.0,3.0,1.0,1.0,0
Analista Funcional,Peru,2000.0,733.0,Cluster And Business Solutions S.A.C.,Peru,Analisis De Datos,Operador De Dato,3.1,3.0,2103.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.8,1.0,5.0,1.0,3.0,0
Especialista Devops,Peru,2300.0,609.0,Inqa Technologies E.I.R.L,Peru,Infraestructura,Devops Specialist,2.4,2.0,199.0,Universidad Privada Del Norte,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,En Curso,Universitario,4.0,2.0,3.0,1.0,18.0,0
Cloud Specialist,Peru,2500.0,459.0,Colegio De Ingenieros Del Peru,Peru,Redes,Analista De Redes Y Telecomunicaciones,2.3,2.0,2314.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.3,1.0,19.0,1.0,15.0,0
Cloud Specialist,Peru,2500.0,419.0,Colegio De Ingenieros Del Peru,Peru,Redes,Analista De Redes Y Telecomunicaciones,2.1,2.0,2314.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.3,1.0,19.0,1.0,6.0,0
Especialista En Office 365,Peru,2500.0,487.0,Colegio De Ingenieros Del Peru,Peru,Redes,Analista De Redes Y Telecomunicaciones,2.3,2.0,2314.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.3,1.0,19.0,1.0,15.0,0
Analista De Sistemas,Peru,2000.0,943.0,Hrl Soluciones S.A.C,Peru,Tecnologias De La Informacion,Analista De Soporte,11.6,4.0,1042.0,Universidad Privada Del Norte,Peru,Ing. - Otros,Ingenieria De Sistemas,En Curso,Universitario,5.8,2.0,15.0,2.2,18.0,0
Practicante De Infrastructure & Cloud,Peru,4301.8,123.0,Zoluxiones S.A.C.,Peru,Soporte Tecnico,Soporte E Infraestructura,3.4,3.0,1111.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.8,2.0,9.4,1.0,5.4,0
Asistente De Servicios Ti,Peru,1200.0,126.0,Telefonica Del Peru,Peru,Telecomunicaciones,Ingeniero De Soporte,5.8,5.0,1403.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.6,2.0,7.0,1.0,1.0,0
Practicante Iot/Ia,Peru,930.0,61.0,Ripley S.A,Peru,Ventas,Asistente De Ventas - Ripley Tech,0.2,1.0,1292.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.5,1.0,4.0,2.0,2.0,0
Analista De Sistemas,Peru,2000.0,373.0,Flsmidth Sac,Peru,Tecnologias De La Informacion,Practicante Pre Profesional,2.7,4.0,2505.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6.9,1.0,6.0,2.0,5.4,0
Operador De Sistemas,Peru,2000.0,244.0,Comdata Solutions S.A.C,Peru,Soporte Tecnico,Operador De Impresion,7.3,4.0,1096.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.9,2.0,5.0,2.0,3.0,0
